City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
341,Svetlogorsk,BY,52.6333,29.7333,32.22,93,100,13.73,overcast clouds
342,Tagusao,PH,9.1924,117.8141,77.18,83,95,5.61,overcast clouds
343,Kodiak,US,57.79,-152.4072,36.91,70,0,10.36,clear sky
344,Ayacucho,PE,-13.1583,-74.2239,67.86,45,75,4.61,broken clouds
345,Aginskoye,RU,51.1,114.53,10.56,87,40,11.7,scattered clouds
346,Magadan,RU,59.5667,150.8,1.53,61,31,11.43,scattered clouds
347,Ruidoso,US,33.3317,-105.673,43.14,32,0,13.8,clear sky
348,Manjakandriana,MG,-18.9167,47.8,64.09,96,81,6.44,broken clouds
349,Pingzhuang,CN,42.0372,119.2889,11.32,73,1,2.15,clear sky
350,Gat,IL,31.61,34.7642,54.91,81,2,6.87,clear sky
351,Mehran,IR,33.1222,46.1646,47.68,41,59,9.42,broken clouds
352,Calvinia,ZA,-31.4707,19.776,78.6,29,1,3.71,clear sky
353,Cubuk,TR,40.2386,33.0322,29.66,86,0,3.44,clear sky
354,Tautira,PF,-17.7333,-149.15,82.42,75,68,21.0,light rain
355,Rancho Palos Verdes,US,33.7445,-118.387,81.36,35,0,0.0,clear sky
356,Ilesha,NG,7.1371,5.2583,75.72,43,0,2.84,clear sky
357,Portland,US,45.5234,-122.6762,60.6,78,40,4.0,scattered clouds
358,Tiarei,PF,-17.5333,-149.3333,82.42,75,42,21.99,light rain
359,Togur,RU,58.3631,82.8265,1.35,98,64,4.52,broken clouds
360,Kampot,KH,10.6167,104.1833,77.05,68,90,1.25,overcast clouds
361,Gao,ML,16.6362,1.637,69.51,10,0,11.07,clear sky
362,Kingaroy,AU,-26.5333,151.8333,59.04,88,20,5.75,few clouds
363,Visnes,NO,59.3556,5.2242,39.25,81,75,23.02,light rain
364,Bereda,ES,43.2686,-7.5406,49.75,98,78,2.86,broken clouds
365,Faya,SA,18.3851,42.4509,52.32,76,4,1.54,clear sky
366,Lodja,CD,-3.4833,23.4333,69.84,94,100,0.94,light rain
367,Sankt Veit,DE,49.1,10.95,42.93,93,100,22.82,light rain
368,Qena,EG,26.1615,32.7183,59.11,34,0,7.52,clear sky
369,Tomohon,ID,1.3346,124.8392,67.14,94,98,2.04,overcast clouds
370,Vao,NC,-22.6667,167.4833,80.04,84,79,1.16,broken clouds
371,Bagotville,AU,-28.9833,153.4167,64.22,97,87,14.36,overcast clouds
372,Karasburg,NA,-28.0167,18.75,77.38,39,60,10.09,broken clouds
373,Shimoda,JP,34.6667,138.95,34.11,78,54,7.72,broken clouds
374,Djenne,ML,13.9061,-4.5533,78.78,9,0,8.25,clear sky
375,Boa Vista,BR,2.8197,-60.6733,89.58,48,75,6.91,broken clouds
376,Beya,RU,53.0533,90.9139,1.36,83,82,4.7,broken clouds
377,Fairmont,US,39.4851,-80.1426,43.52,53,1,1.01,clear sky
378,Praia,CV,14.9215,-23.5087,73.94,68,0,17.27,clear sky
379,Loviisa,FI,60.4566,26.2251,34.45,97,100,10.0,overcast clouds
380,Yaizu,JP,34.8667,138.3333,34.11,69,20,4.61,few clouds
381,Belaya Gora,RU,68.5333,146.4167,-43.17,100,65,1.61,broken clouds
382,Capannori,IT,43.8747,10.5728,54.97,83,99,1.01,overcast clouds
383,Lebu,CL,-37.6167,-73.65,65.86,67,0,13.18,clear sky
384,Udachnyy,RU,66.4167,112.4,-17.55,82,99,2.73,overcast clouds
385,Samarai,PG,-10.6167,150.6667,81.64,77,100,9.89,light rain
386,Praia Da Vitoria,PT,38.7333,-27.0667,59.76,100,75,16.62,mist
387,Haverfordwest,GB,51.8017,-4.9691,45.99,76,33,7.0,scattered clouds
388,Viedma,AR,-40.8135,-62.9967,74.93,35,2,10.25,clear sky
389,Monte Alegre,BR,-2.0078,-54.0692,78.04,91,100,2.37,overcast clouds
390,Bueno Brandao,BR,-22.4408,-46.3508,69.87,87,100,3.6,moderate rain
391,Port-Gentil,GA,-0.7193,8.7815,80.56,83,20,8.05,few clouds
392,Kjopsvik,NO,68.097,16.3742,32.16,77,100,9.93,overcast clouds
393,Kitob,UZ,39.0843,66.8332,34.38,91,100,3.04,overcast clouds
394,Eureka,US,40.8021,-124.1637,63.19,73,7,3.0,clear sky
395,Hambantota,LK,6.1241,81.1185,74.79,74,95,9.64,overcast clouds
396,Terra Santa,BR,-2.1042,-56.4869,76.68,93,100,0.58,moderate rain
397,Beyneu,KZ,45.3167,55.2,28.38,80,36,5.86,scattered clouds
398,Walvis Bay,NA,-22.9575,14.5053,72.55,78,100,6.91,overcast clouds
399,Nichinan,JP,31.6,131.3667,34.75,63,92,4.43,overcast clouds
400,Larsnes,NO,62.2028,5.5773,39.67,70,79,18.86,broken clouds
401,Krasnomayskiy,RU,57.6194,34.4099,29.28,89,100,7.96,overcast clouds
402,Moctezuma,MX,29.8,-109.6667,68.04,24,0,3.98,clear sky
403,Marystown,CA,47.1666,-55.1483,20.86,100,100,17.2,overcast clouds
404,Dromolaxia,CY,34.8761,33.586,54.99,91,40,5.75,scattered clouds
405,Nacozari,MX,25.3366,-108.2574,74.97,34,23,11.45,few clouds
406,Emerald,AU,-23.5333,148.1667,69.94,83,75,6.91,broken clouds
407,Palmas,BR,-10.2128,-48.3603,82.27,69,75,4.61,broken clouds
408,Meliki,GR,40.5167,22.3953,50.07,67,6,2.77,clear sky
409,Road Town,VG,18.4167,-64.6167,75.29,94,40,12.66,scattered clouds
410,Bontang,ID,0.1333,117.5,76.41,89,100,9.08,overcast clouds
411,Ormond Beach,US,29.2858,-81.0559,65.16,90,100,6.91,mist
412,Vila Velha,BR,-20.3297,-40.2925,82.35,84,40,1.01,scattered clouds
413,Pochutla,MX,15.7432,-96.4661,88.83,41,0,10.16,clear sky
414,Bulgan,MN,48.8125,103.5347,-2.04,84,16,3.76,few clouds
415,Tilichiki,RU,60.4667,166.1,-13.54,84,9,10.16,clear sky
416,Price,US,39.5994,-110.8107,42.12,30,0,3.44,clear sky
417,Sorland,NO,67.667,12.6934,35.46,61,100,17.27,overcast clouds
418,Campo Maior,BR,-4.8278,-42.1686,84.9,66,96,4.09,overcast clouds
419,Agirish,RU,61.9247,63.0231,5.14,97,100,6.64,overcast clouds
420,Kwekwe,ZW,-18.9281,29.8149,62.78,74,1,8.66,clear sky
421,Sur,OM,22.5667,59.5289,70.79,70,0,4.97,clear sky
422,Maniwaki,CA,46.3834,-75.966,10.78,72,100,8.05,overcast clouds
423,Karratha,AU,-20.7377,116.8463,83.57,80,4,4.88,clear sky
424,Matagami,CA,49.7502,-77.6328,10.51,85,100,10.36,light snow
425,Raga,SS,8.4596,25.678,68.86,19,97,4.07,overcast clouds
426,Kuruman,ZA,-27.4524,23.4325,68.99,56,16,6.13,few clouds
427,Gizo,SB,-8.103,156.8419,82.71,79,100,13.24,light rain
428,Cumra,TR,37.5732,32.7745,26.74,88,5,2.04,clear sky
429,Labuhan,ID,-6.8844,112.2051,77.18,90,100,6.98,overcast clouds
430,Praya,CV,14.9215,-23.5087,73.94,68,0,17.27,clear sky
431,Nagapattinam,IN,10.7667,79.8333,75.94,72,69,11.61,broken clouds
432,Hargeysa,SO,9.56,44.065,61.47,93,100,14.67,overcast clouds
433,Bathsheba,BB,13.2167,-59.5167,83.01,65,40,18.41,scattered clouds
434,Limoux,FR,42.9167,2.1667,45.73,59,78,9.1,broken clouds
435,Saint Anthony,US,45.0205,-93.218,21.15,71,100,5.01,haze
436,Yagodnoye,RU,62.55,149.6667,-25.62,72,5,3.24,clear sky
437,Bardiyah,LY,31.7561,25.0865,58.64,58,14,6.13,few clouds
438,The Pas,CA,53.8251,-101.2541,-5.78,65,0,10.36,clear sky
439,Agnibilekrou,CI,7.1344,-3.2047,80.91,27,36,1.43,scattered clouds
440,Tongchuan,CN,35.0806,109.0897,22.8,89,100,4.72,overcast clouds
441,Luang Prabang,LA,19.8856,102.1347,61.81,99,37,1.63,scattered clouds
442,Zhezkazgan,KZ,47.8043,67.7144,27.61,96,100,13.09,snow
443,Limbang,MY,4.75,115.0,79.11,97,100,1.77,overcast clouds
444,Colombo,LK,6.9319,79.8478,76.95,77,98,9.33,overcast clouds
445,Korop,UA,51.5664,32.9586,30.4,91,99,11.97,overcast clouds
446,Kaseda,JP,31.4167,130.3167,34.84,68,100,6.02,overcast clouds
447,San Pedro,PH,14.35,121.0167,78.03,76,75,5.75,broken clouds
448,Fukue,JP,32.6881,128.8419,43.9,62,96,16.82,overcast clouds
449,Houma,US,29.5958,-90.7195,55.99,41,0,1.99,clear sky
450,Humaita,BR,-7.5061,-63.0208,85.64,79,98,1.59,moderate rain
451,Bonavista,CA,48.6499,-53.1147,16.12,61,100,25.79,overcast clouds
452,Santa Cruz,BO,-17.8,-63.1667,89.65,45,75,17.27,broken clouds
453,Cap Malheureux,MU,-19.9842,57.6142,79.47,81,79,3.0,broken clouds
454,Isla Mujeres,MX,21.2311,-86.731,77.16,81,33,9.17,scattered clouds
455,Richards Bay,ZA,-28.783,32.0377,71.69,92,31,3.09,light rain
456,Kalawit,PH,8.0667,122.5167,77.16,86,47,13.6,scattered clouds
457,Port Blair,IN,11.6667,92.75,77.04,88,40,3.44,mist
458,San Antonio,US,29.4241,-98.4936,60.58,37,0,10.36,clear sky
459,Awbari,LY,26.5921,12.7805,60.03,19,100,7.61,overcast clouds
460,Sobolevo,RU,54.4299,31.8996,30.11,96,100,14.65,snow
461,Okhotsk,RU,59.3833,143.3,-0.71,70,100,10.63,overcast clouds
462,Cabedelo,BR,-6.9811,-34.8339,86.67,65,14,11.43,few clouds
463,Hamina,FI,60.5697,27.1979,33.08,98,100,11.72,snow
464,Huarmey,PE,-10.0681,-78.1522,74.98,71,30,10.36,scattered clouds
465,Ramshir,IR,30.8946,49.4092,53.35,49,0,11.36,clear sky
466,Kidal,ML,18.4411,1.4078,68.5,11,0,10.36,clear sky
467,Ust-Omchug,RU,61.15,149.6333,-27.69,81,1,1.83,clear sky
468,Chenghai,CN,23.4632,116.768,55.31,76,100,4.47,light rain
469,Toamasina,MG,-18.1667,49.3833,80.6,83,20,6.91,few clouds
470,Olinda,BR,-8.0089,-34.8553,83.93,61,0,8.05,clear sky
471,Xining,CN,36.6167,101.7667,8.78,92,79,1.28,broken clouds
472,San Luis,AR,-33.295,-66.3356,79.34,14,0,6.91,clear sky
473,Tynda,RU,55.1667,124.7167,-21.19,100,49,1.61,scattered clouds
474,Zachary,US,30.6485,-91.1565,58.78,47,0,4.61,clear sky
475,Riyadh,SA,24.6877,46.7219,53.74,39,0,7.83,clear sky
476,Padang,ID,-0.9492,100.3543,76.53,76,100,4.52,overcast clouds
477,Coihaique,CL,-45.5752,-72.0662,82.35,34,20,6.91,few clouds
478,Araouane,ML,18.9048,-3.5265,69.8,9,0,8.57,clear sky
479,Nicosia,CY,35.1667,33.3667,53.64,87,40,0.0,scattered clouds
480,Moron,AR,-34.6534,-58.6198,72.97,56,98,10.87,overcast clouds
481,Bonfim,BR,3.0833,-59.95,90.19,47,98,1.12,overcast clouds
482,Nuevo Progreso,MX,23.1667,-97.95,70.59,34,19,5.01,few clouds
483,Hovd,MN,48.0056,91.6419,-14.08,74,13,3.2,few clouds
484,Srednekolymsk,RU,67.45,153.6833,-36.96,100,65,1.45,broken clouds
485,Alta Floresta,BR,-9.8756,-56.0861,87.62,66,75,4.61,broken clouds
486,Requena,ES,39.4883,-1.1004,46.99,77,71,1.81,broken clouds
487,Auki,SB,-8.7676,160.7034,79.21,87,100,7.58,overcast clouds
488,Eyrarbakki,IS,63.863,-21.1481,26.65,78,100,15.3,overcast clouds
489,Jinchang,CN,38.4953,102.1739,10.18,96,92,2.48,overcast clouds
490,Romny,UA,50.751,33.4747,28.33,93,98,10.13,overcast clouds
491,Obihiro,JP,42.9172,143.2044,8.08,89,19,3.15,few clouds
492,Salyan,AZ,39.5936,48.9805,40.89,78,56,7.85,broken clouds
493,Vredendal,ZA,-31.6683,18.5012,72.73,47,1,5.53,clear sky
494,Padilla,CO,3.2204,-76.3139,81.97,74,85,1.19,overcast clouds
495,Jaisalmer,IN,26.9147,70.9181,65.62,34,0,3.71,clear sky
496,Fez,MA,34.0372,-4.9998,57.31,62,40,3.44,scattered clouds
497,Nanpiao,CN,41.0982,120.7479,5.63,85,18,4.9,few clouds
498,Anyksciai,LT,55.5256,25.1026,33.67,98,100,13.44,overcast clouds
499,Tual,ID,-5.6667,132.75,82.89,76,100,5.79,overcast clouds
500,Campos Belos,BR,-13.0367,-46.7717,72.66,89,100,5.55,overcast clouds
501,Nicoya,CR,10.1483,-85.452,90.95,38,52,8.39,broken clouds
502,Pontianak,ID,-0.0333,109.3333,73.38,100,75,1.14,broken clouds
503,Rudnogorsk,RU,57.2639,103.7519,3.45,99,100,2.59,overcast clouds
504,Puerto Varas,CL,-41.3195,-72.9854,80.85,64,0,14.97,clear sky
505,Ailigandi,PA,9.2333,-78.0167,81.86,67,7,11.43,clear sky
506,Gorontalo,ID,0.5412,123.0595,73.54,94,99,3.6,overcast clouds
507,Pavlodar,KZ,52.3,76.95,-4.2,77,0,8.95,clear sky
508,Ejura,GH,7.3856,-1.3562,90.48,25,94,3.87,overcast clouds
509,Den Helder,NL,52.9599,4.7593,43.07,78,100,25.99,overcast clouds
510,Metro,ID,-5.1131,105.3067,72.95,97,100,3.38,moderate rain
511,Beringovskiy,RU,63.05,179.3167,-18.67,99,45,7.09,scattered clouds
512,Seto,JP,35.2333,137.1,35.98,88,5,4.65,clear sky
513,Madarounfa,NE,13.3087,7.156,70.9,13,0,10.65,clear sky
514,Isla Vista,US,34.4133,-119.861,81.07,28,0,4.5,clear sky
515,Mazara Del Vallo,IT,37.6641,12.588,57.0,76,94,12.35,overcast clouds
516,Mozarlandia,BR,-14.7447,-50.5706,82.63,75,99,3.09,overcast clouds
517,Fremont,US,37.5483,-121.9886,68.52,53,0,1.99,clear sky
518,Dibulla,CO,11.2725,-73.3091,86.02,70,24,10.87,few clouds
519,Clovis,US,36.8252,-119.7029,73.74,49,0,1.01,haze
520,Alekseyevsk,RU,57.8406,108.3492,4.46,99,100,3.85,overcast clouds
521,Kindu,CD,-2.95,25.95,73.42,83,100,0.25,overcast clouds
522,La Primavera,CO,5.4906,-70.4092,95.97,29,76,8.32,broken clouds
523,Hualmay,PE,-11.0964,-77.6139,74.53,69,70,9.57,broken clouds
524,Koygorodok,RU,60.445,50.9968,17.51,96,97,5.53,overcast clouds
525,Kastamonu,TR,41.5,33.6667,23.85,96,32,2.62,scattered clouds
526,Kirakira,SB,-10.4544,161.9205,81.52,85,99,8.5,overcast clouds
527,Ust-Nera,RU,64.5667,143.2,-24.79,80,3,2.75,clear sky
528,Miraflores,MX,19.2167,-98.8083,69.03,37,50,3.15,scattered clouds
529,Traverse City,US,44.7631,-85.6206,38.14,71,75,8.05,broken clouds
530,Lensk,RU,60.7253,114.9278,9.55,95,100,6.08,light snow
531,Okato,NZ,-39.2,173.8833,60.91,88,100,10.49,light rain
532,Itoman,JP,26.1247,127.6694,59.02,62,75,10.36,broken clouds
533,Myitkyina,MM,25.3833,97.4,51.26,88,0,2.93,clear sky
534,Flinders,AU,-34.5833,150.8552,66.79,87,89,4.0,light rain
535,La Quinta,US,33.6634,-116.31,79.41,8,0,3.0,clear sky
536,Talcahuano,CL,-36.7167,-73.1167,76.68,47,0,12.66,clear sky
537,Port Macquarie,AU,-31.4333,152.9167,62.89,94,40,10.36,scattered clouds
538,Meulaboh,ID,4.1363,96.1285,75.58,90,100,4.36,overcast clouds
539,Yulara,AU,-25.2406,130.9889,67.84,45,0,4.61,clear sky
540,Grindavik,IS,63.8424,-22.4338,27.07,80,100,8.05,overcast clouds
541,Shache,CN,38.4167,77.2406,27.05,56,97,4.63,overcast clouds
542,General Roca,AR,-39.0333,-67.5833,86.4,14,1,9.55,clear sky
543,Roma,US,43.2128,-75.4557,31.89,53,0,10.36,clear sky
544,Naumburg,DE,51.15,11.8167,43.95,69,100,12.24,overcast clouds
545,Anloga,GH,5.7947,0.8973,84.42,80,59,12.28,broken clouds
546,Klin,RU,56.3333,36.7333,21.51,95,100,5.66,overcast clouds
547,Orbetello,IT,42.4408,11.2196,51.8,100,71,5.75,broken clouds
548,Morondava,MG,-20.2833,44.2833,80.74,83,100,19.57,moderate rain
549,Arman,RU,59.7,150.1667,2.01,71,28,10.85,scattered clouds
550,Filadelfia,US,39.9523,-75.1638,38.17,46,20,1.99,few clouds
551,Sola,VU,-13.8833,167.55,82.08,78,100,15.77,overcast clouds
552,Marakkanam,IN,12.2,79.95,76.26,73,99,11.65,overcast clouds
553,Kermen,BG,42.5,26.25,35.42,93,0,4.61,clear sky
554,Kabinda,CD,-6.1333,24.4833,66.69,98,100,2.53,moderate rain
555,Abu Samrah,SY,35.3029,37.1841,48.76,90,100,6.38,overcast clouds
556,Sorong,ID,-0.8833,131.25,80.22,81,100,11.7,overcast clouds
557,Paveh,IR,35.0434,46.3565,30.4,94,94,1.66,overcast clouds
558,Saraland,US,30.8207,-88.0706,61.05,32,0,2.06,clear sky
559,Mananjary,MG,-21.2167,48.3333,77.9,91,100,11.72,light rain
560,Liwale,TZ,-9.7667,37.9333,73.15,80,100,4.5,overcast clouds
561,Dauphin,CA,51.1494,-100.0502,1.54,60,0,3.44,clear sky
562,Lata,PT,40.1629,-8.3327,52.81,65,12,3.67,few clouds
563,Igrim,RU,63.1906,64.4162,-9.44,100,74,3.85,broken clouds
564,Verkhnyaya Inta,RU,65.9811,60.3094,5.22,81,28,9.22,scattered clouds
565,Sabya,SA,17.1495,42.6254,78.42,68,17,8.08,few clouds
566,Venado,MX,22.9333,-101.0833,72.86,22,12,9.8,few clouds
